date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:56:48	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:45%20GMT	http://www.comebackearlytoday.com/2014/08/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2014/08/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:48	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:45%20GMT	http://www.comebackearlytoday.com/2014/07/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2014/07/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:50	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:47%20GMT	http://www.comebackearlytoday.com/2014/06/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2014/06/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:50	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:47%20GMT	http://www.comebackearlytoday.com/2014/05/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2014/05/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:51	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:48%20GMT	http://www.comebackearlytoday.com/2014/04/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2014/04/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:51	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:49%20GMT	http://www.comebackearlytoday.com/2014/03/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2014/03/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:53	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:50%20GMT	http://www.comebackearlytoday.com/2014/01/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2014/01/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:53	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:50%20GMT	http://www.comebackearlytoday.com/2014/02/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2014/02/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:54	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:51%20GMT	http://www.comebackearlytoday.com/2013/12/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/12/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:54	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:52%20GMT	http://www.comebackearlytoday.com/2013/11/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/11/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:56	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:53%20GMT	http://www.comebackearlytoday.com/2013/09/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/09/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:56	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:54%20GMT	http://www.comebackearlytoday.com/2013/10/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/10/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:57	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:54%20GMT	http://www.comebackearlytoday.com/2013/08/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/08/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:58	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:55%20GMT	http://www.comebackearlytoday.com/2013/07/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/07/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:59	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:56%20GMT	http://www.comebackearlytoday.com/2013/06/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/06/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:56:59	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:57%20GMT	http://www.comebackearlytoday.com/2013/05/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/05/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:00	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:57%20GMT	http://www.comebackearlytoday.com/2013/04/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/04/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:00	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:58%20GMT	http://www.comebackearlytoday.com/2013/03/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/03/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:02	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:56:59%20GMT	http://www.comebackearlytoday.com/2013/02/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/02/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:02	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:00%20GMT	http://www.comebackearlytoday.com/2013/01/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2013/01/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:03	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:00%20GMT	http://www.comebackearlytoday.com/2012/12/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/12/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:03	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:01%20GMT	http://www.comebackearlytoday.com/2012/11/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/11/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:05	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:03%20GMT	http://www.comebackearlytoday.com/2012/10/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/10/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:06	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:03%20GMT	http://www.comebackearlytoday.com/2012/09/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/09/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:06	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:03%20GMT	http://www.comebackearlytoday.com/2012/08/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/08/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:06	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:04%20GMT	http://www.comebackearlytoday.com/2012/07/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/07/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:08	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:06%20GMT	http://www.comebackearlytoday.com/2012/06/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/06/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:09	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:06%20GMT	http://www.comebackearlytoday.com/2012/05/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/05/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:09	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:06%20GMT	http://www.comebackearlytoday.com/2012/04/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/04/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:09	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:07%20GMT	http://www.comebackearlytoday.com/2012/03/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/03/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:11	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:09%20GMT	http://www.comebackearlytoday.com/2012/02/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/02/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:12	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:09%20GMT	http://www.comebackearlytoday.com/2012/01/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2012/01/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:12	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:09%20GMT	http://www.comebackearlytoday.com/2011/12/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2011/12/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:12	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:10%20GMT	http://www.comebackearlytoday.com/2011/11/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2011/11/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:14	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:12%20GMT	http://www.comebackearlytoday.com/2011/10/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2011/10/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:15	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:12%20GMT	http://www.comebackearlytoday.com/2011/08/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2011/08/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
21:57:15	826/826	---MC-	403	error ('Bad%20Behavior')	text/html	date:Tue,%2003%20Sep%202019%2002:57:12%20GMT	http://www.comebackearlytoday.com/2011/09/	C:/code/comebackearlytoday.com-static/comebackearlytoday.com/www.comebackearlytoday.com/2011/09/index.html	(from http://www.comebackearlytoday.com/visit-loved-alzheimers-recognize/)
